Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Unemployed,55+,Masters,Retail,Not Provided,Medium,11.0,107800.0,9/21/2025
Unemployed,25-34,Bachelors,Education,Rural,Low,25.0,137200.0,9/22/2025
Unemployed,25-34,Not Provided, Fintech,Bangalore,Medium,10.0,148600.0,9/23/2025
Employed,18-24,Diploma,Healthcare,Suburban,High,25.0,88500.0,9/24/2025
Employed,18-24,Ph.D,Finance,Mumbai,Medium,0.0,133700.0,9/25/2025
Unemployed,55+,Ph.D,Education,Rural,Medium,16.0,112100.0,9/26/2025
Unemployed,45-54,Diploma, Fintech,Suburban,High,16.0,115500.0,9/27/2025
Employed,18-24,Phd,Technology,Urban,Low,30.0,122500.0,9/28/2025
Unemployed,18-24,High School,Education,Suburban,High,16.0,76886.0,9/29/2025
Unemployed,18-24,Master,Retail,Urban,High,7.0,76886.0,9/30/2025
Employed,18-24,High School,Finance,Bangalore,High,16.0,137700.0,10/1/2025
Employed,18-24,Not Provided,Education,Urban,Low,16.0,23600.0,10/2/2025
Unemployed,18-24,High School,Retail,Urban,High,16.0,114600.0,10/3/2025
Unemployed,25-34,Bachelor'S,Healthcare,Hyderabad,Medium,16.0,145500.0,10/4/2025
Unemployed,18-24,High School, Fintech,Suburban,Low,16.0,65700.0,10/5/2025
Employed,25-34,Master,Education,Delhi,Medium,16.0,76886.0,10/6/2025
Employed,18-24,Bachelors,Retail,Suburban,High,16.0,123700.0,10/7/2025
Unemployed,45-54,High School,Retail,Suburban,High,25.0,140300.0,10/8/2025
Employed,18-24,Not Provided,Healthcare,Suburban,High,16.0,42400.0,10/9/2025
Unemployed,25-34,Not Provided,Retail,Rural,Low,16.0,76886.0,10/10/2025
Employed,35-44,Ph.D,Technology,Not Provided,Medium,16.0,141100.0,10/11/2025
Employed,25-34,Diploma,Education,Bangalore,High,17.0,43000.0,10/12/2025
Unemployed,18-24,Bachelor'S,Retail,Bangalore,High,16.0,76886.0,10/13/2025
Unemployed,18-24,Masters, Fintech,Rural,High,16.0,44500.0,10/14/2025
Unemployed,25-34,Phd,Health,Urban,High,16.0,107300.0,10/15/2025
Unemployed,25-34,Diploma, Fintech,Urban,Low,16.0,110800.0,10/16/2025
Employed,25-34,Master,Finance,Mumbai,Moderate,16.0,70000.0,10/17/2025
Employed,25-34,Bachelors,Health,Delhi,Moderate,16.0,132300.0,10/18/2025
Employed,55+,Masters,Education,Rural,High,15.0,109400.0,10/19/2025
Employed,25-34,High School,Finance,Delhi,Moderate,16.0,122400.0,10/20/2025
Employed,45-54,Not Provided,Retail,Hyderabad,Low,16.0,90400.0,10/21/2025
Employed,25-34,Bachelors,Retail,Mumbai,High,22.0,142400.0,10/22/2025
Unemployed,18-24,Bachelor'S,Healthcare,Delhi,Low,24.0,148100.0,10/23/2025
Unemployed,35-44,Ph.D,Retail,Rural,High,26.0,12500.0,10/24/2025
Unemployed,25-34,Master,Healthcare,Delhi,Moderate,8.0,16300.0,10/25/2025
Unemployed,45-54,Masters,Healthcare,Suburban,Low,16.0,76886.0,10/26/2025
Employed,55+,Bachelor'S,Retail,Mumbai,High,16.0,46400.0,10/27/2025
Unemployed,55+,Diploma,Health,Suburban,High,24.0,59800.0,10/28/2025
Unemployed,45-54,Ph.D,Finance,Rural,High,16.0,76886.0,10/29/2025
Unemployed,45-54,Diploma,Retail,Delhi,Low,16.0,58600.0,10/30/2025
Unemployed,35-44,Bachelors,Finance,Bangalore,High,16.0,142000.0,10/31/2025
Unemployed,45-54,Phd,Technology,Not Provided,High,16.0,58300.0,11/1/2025
Employed,55+,Phd,Retail,Urban,Moderate,16.0,126700.0,11/2/2025
Employed,35-44,Ph.D,Retail,Bangalore,High,1.0,85500.0,11/3/2025
Unemployed,45-54,Masters,Healthcare,Hyderabad,Low,23.0,116900.0,11/4/2025
Employed,25-34,High School,Retail,Urban,Medium,28.0,115300.0,11/5/2025
Employed,45-54,High School,Health,Suburban,Moderate,16.0,10300.0,11/6/2025
Employed,18-24,High School,Retail,Bangalore,High,16.0,55500.0,11/7/2025
Employed,55+,Bachelor'S,Retail,Bangalore,Low,26.0,105500.0,11/8/2025
Employed,35-44,Phd,Retail,Urban,High,19.0,76886.0,11/9/2025
Unemployed,45-54,Not Provided,Retail,Not Provided,Low,16.0,76886.0,11/10/2025
Employed,25-34,High School,Healthcare,Suburban,High,13.0,120700.0,11/11/2025
Employed,18-24,Diploma,Retail,Bangalore,Moderate,2.0,28100.0,11/12/2025
Employed,18-24,Masters,Technology,Urban,High,8.0,105800.0,11/13/2025
Unemployed,45-54,High School,Health,Urban,Low,6.0,63900.0,11/14/2025
Employed,25-34,Masters,Retail,Urban,Low,3.0,76886.0,11/15/2025
Employed,25-34,Not Provided,Technology,Delhi,Moderate,20.0,37300.0,11/16/2025
Unemployed,55+,Master,Health,Mumbai,Low,25.0,76886.0,11/17/2025
Unemployed,25-34,Bachelor'S,Technology,Hyderabad,High,4.0,103700.0,11/18/2025
Employed,18-24,Phd,Retail,Bangalore,High,16.0,89400.0,11/19/2025
Unemployed,55+,Master,Healthcare,Urban,Low,21.0,102000.0,11/20/2025
Unemployed,18-24,High School,Retail,Urban,Medium,3.0,5500.0,11/21/2025
Employed,35-44,Diploma,Technology,Rural,Low,16.0,28100.0,11/22/2025
Unemployed,35-44,Master,Retail,Not Provided,High,16.0,132100.0,11/23/2025
Unemployed,45-54,Bachelor'S, Fintech,Urban,High,16.0,58300.0,11/24/2025
Employed,18-24,Masters,Healthcare,Urban,High,16.0,88600.0,11/25/2025
Unemployed,18-24,Master,Retail,Urban,Moderate,5.0,76886.0,11/26/2025
Unemployed,18-24,Master,Healthcare,Urban,Medium,16.0,61700.0,11/27/2025
Employed,25-34,Not Provided,Retail,Bangalore,Low,26.0,91000.0,11/28/2025
Unemployed,18-24,Master,Tech ,Urban,High,16.0,133500.0,11/29/2025
Employed,55+,Diploma,Healthcare,Suburban,High,16.0,137300.0,11/30/2025
Employed,35-44,Phd,Retail,Rural,Low,16.0,31300.0,12/1/2025
Employed,18-24,Not Provided,Health,Urban,High,16.0,5100.0,12/2/2025
Unemployed,35-44,Diploma,Retail,Hyderabad,High,29.0,121700.0,12/3/2025
Employed,18-24,Bachelors,Education,Mumbai,Low,16.0,53800.0,12/4/2025
Unemployed,18-24,Bachelors, Fintech,Suburban,High,16.0,17700.0,12/5/2025
Employed,25-34,High School,Technology,Urban,Moderate,29.0,76886.0,12/6/2025
Employed,18-24,Not Provided,Retail,Mumbai,Medium,16.0,7800.0,12/7/2025
Employed,35-44,High School,Healthcare,Rural,Low,16.0,125500.0,12/8/2025
Employed,25-34,Master,Retail,Mumbai,Moderate,19.0,29900.0,12/9/2025
Employed,18-24,Diploma,Finance,Urban,High,16.0,76886.0,12/10/2025
Employed,45-54,Diploma,Retail,Suburban,Medium,16.0,76886.0,12/11/2025
Employed,55+,Bachelor'S,Healthcare,Bangalore,High,16.0,62500.0,12/12/2025
Unemployed,45-54,Masters,Finance,Rural,Low,16.0,109900.0,12/13/2025
Employed,18-24,Master, Fintech,Bangalore,Low,29.0,37800.0,12/14/2025
Unemployed,18-24,Masters,Retail,Urban,High,3.0,53400.0,12/15/2025
Unemployed,25-34,High School,Retail,Urban,Medium,25.0,100600.0,12/16/2025
Employed,45-54,Bachelors,Tech ,Hyderabad,Medium,16.0,94600.0,12/17/2025
Employed,18-24,Phd,Retail,Rural,Low,16.0,32500.0,12/18/2025
Unemployed,25-34,Ph.D,Technology,Not Provided,High,11.0,76886.0,12/19/2025
Unemployed,35-44,Diploma,Finance,Bangalore,Medium,2.0,34200.0,12/20/2025
Employed,18-24,Phd,Finance,Mumbai,Medium,16.0,7300.0,12/21/2025
Unemployed,18-24,Ph.D,Retail,Not Provided,Moderate,16.0,130700.0,12/22/2025
Employed,35-44,Master,Health,Mumbai,Medium,16.0,66100.0,12/23/2025
Employed,55+,High School,Technology,Bangalore,Low,16.0,48500.0,12/24/2025
Employed,55+,High School,Health,Urban,Medium,16.0,127100.0,12/25/2025
Employed,18-24,Ph.D,Retail,Bangalore,Medium,9.0,46700.0,12/26/2025
Unemployed,25-34,High School,Tech ,Rural,High,16.0,24400.0,12/27/2025
Unemployed,18-24,Masters,Health,Not Provided,Low,27.0,29800.0,12/28/2025
Unemployed,45-54,Master,Technology,Urban,Low,18.0,41900.0,12/29/2025
Employed,25-34,Not Provided,Technology,Rural,High,20.0,8800.0,12/30/2025
Employed,25-34,Master,Tech ,Hyderabad,Low,16.0,76886.0,12/31/2025
Unemployed,45-54,Masters,Retail,Suburban,Low,11.0,39400.0,1/1/2026
Employed,25-34,High School,Finance,Suburban,Low,16.0,121700.0,1/2/2026
Unemployed,25-34,Bachelors,Technology,Suburban,Low,28.0,76886.0,1/3/2026
Unemployed,25-34,Bachelors,Healthcare,Mumbai,Low,23.0,128500.0,1/4/2026
Employed,25-34,Ph.D,Finance,Rural,Low,22.0,48400.0,1/5/2026
Unemployed,18-24,Diploma,Retail,Urban,High,23.0,83500.0,1/6/2026
Unemployed,55+,Bachelor'S,Retail,Bangalore,Low,16.0,98800.0,1/7/2026
Employed,45-54,Masters,Retail,Delhi,Low,16.0,34300.0,1/8/2026
Unemployed,25-34,High School,Finance,Bangalore,High,16.0,118100.0,1/9/2026
Employed,18-24,Not Provided,Tech ,Bangalore,Low,23.0,76886.0,1/10/2026
Employed,55+,Ph.D, Fintech,Rural,Moderate,16.0,76886.0,1/11/2026
Employed,25-34,Phd,Technology,Suburban,Moderate,16.0,48400.0,1/12/2026
Unemployed,45-54,High School,Retail,Not Provided,Moderate,16.0,96000.0,1/13/2026
Employed,25-34,Masters,Retail,Urban,High,16.0,79900.0,1/14/2026
Employed,25-34,Master,Finance,Urban,High,13.0,14500.0,1/15/2026
Employed,25-34,Diploma, Fintech,Mumbai,Medium,16.0,31900.0,1/16/2026
Employed,25-34,Ph.D,Retail,Urban,High,2.0,59500.0,1/17/2026
Employed,35-44,High School,Tech ,Urban,High,15.0,76886.0,1/18/2026
Unemployed,25-34,Master,Retail,Hyderabad,Low,16.0,14100.0,1/19/2026
Unemployed,35-44,Bachelors,Technology,Urban,Low,23.0,7600.0,1/20/2026
Unemployed,18-24,Diploma,Healthcare,Rural,Medium,13.0,57500.0,1/21/2026
Employed,25-34,Bachelors, Fintech,Delhi,Medium,16.0,36900.0,1/22/2026
Employed,18-24,Ph.D,Health,Hyderabad,Low,16.0,130100.0,1/23/2026
Unemployed,18-24,Masters,Tech ,Suburban,High,16.0,45200.0,1/24/2026
Unemployed,25-34,Phd,Retail,Mumbai,Low,16.0,93400.0,1/25/2026
Unemployed,35-44,Diploma,Finance,Rural,High,16.0,149900.0,1/26/2026
Employed,35-44,High School,Retail,Delhi,High,16.0,47800.0,1/27/2026
Unemployed,18-24,High School, Fintech,Mumbai,Low,16.0,76800.0,1/28/2026
Employed,18-24,Ph.D,Finance,Hyderabad,High,21.0,63800.0,1/29/2026
Employed,25-34,Master, Fintech,Mumbai,High,16.0,121900.0,1/30/2026
Employed,45-54,Master,Technology,Mumbai,High,19.0,75900.0,1/31/2026
Unemployed,18-24,Bachelor'S,Retail,Hyderabad,Medium,22.0,82600.0,2/1/2026
Employed,45-54,Bachelors,Technology,Bangalore,Moderate,26.0,69200.0,2/2/2026
Unemployed,25-34,Phd,Health,Hyderabad,High,16.0,128300.0,2/3/2026
Unemployed,18-24,Ph.D,Health,Mumbai,Low,16.0,148400.0,2/4/2026
Unemployed,18-24,Diploma,Retail,Urban,Low,16.0,146500.0,2/5/2026
Unemployed,25-34,High School,Health,Not Provided,Moderate,16.0,76886.0,2/6/2026
Unemployed,45-54,High School,Healthcare,Hyderabad,High,16.0,76886.0,2/7/2026
Employed,25-34,High School,Retail,Rural,High,30.0,78100.0,2/8/2026
Unemployed,55+,Diploma,Health,Bangalore,Low,22.0,36800.0,2/9/2026
Employed,25-34,Ph.D,Tech ,Delhi,High,29.0,84500.0,2/10/2026
Employed,25-34,Phd,Healthcare,Urban,High,16.0,100900.0,2/11/2026
Unemployed,18-24,High School,Healthcare,Mumbai,Medium,16.0,76886.0,2/12/2026
Unemployed,35-44,Bachelors,Tech ,Urban,Medium,16.0,13300.0,2/13/2026
Employed,18-24,Masters, Fintech,Rural,Low,11.0,65100.0,2/14/2026
Unemployed,25-34,Master, Fintech,Hyderabad,Low,16.0,139900.0,2/15/2026
Employed,25-34,Master,Healthcare,Urban,High,27.0,137500.0,2/16/2026
Unemployed,18-24,Bachelor'S,Technology,Hyderabad,High,16.0,79400.0,2/17/2026
Unemployed,35-44,Phd,Health,Not Provided,Moderate,3.0,76886.0,2/18/2026
Employed,18-24,Bachelors,Finance,Urban,Medium,12.0,76886.0,2/19/2026
Unemployed,35-44,Not Provided,Education,Mumbai,Low,16.0,86900.0,2/20/2026
Unemployed,18-24,Not Provided,Health,Delhi,Low,16.0,21700.0,2/21/2026
Employed,55+,Master,Health,Rural,Medium,16.0,76886.0,2/22/2026
Employed,45-54,Masters,Retail,Bangalore,Moderate,16.0,76886.0,2/23/2026
Unemployed,18-24,Phd,Retail,Bangalore,Medium,0.0,79200.0,2/24/2026
Employed,18-24,Ph.D,Tech ,Hyderabad,Low,16.0,62700.0,2/25/2026
Unemployed,45-54,Bachelor'S,Technology,Urban,High,16.0,141400.0,2/26/2026
Employed,25-34,Bachelors,Retail,Suburban,High,16.0,76886.0,2/27/2026
Unemployed,55+,Not Provided,Education,Hyderabad,Low,22.0,44000.0,2/28/2026
Unemployed,55+,Bachelor'S,Tech ,Rural,High,16.0,76886.0,3/1/2026
Unemployed,18-24,Masters,Technology,Not Provided,Low,0.0,80400.0,3/2/2026
Unemployed,55+,Not Provided,Finance,Bangalore,High,16.0,106300.0,3/3/2026
Employed,18-24,Bachelor'S,Retail,Delhi,Medium,16.0,120600.0,3/4/2026
Employed,25-34,Not Provided,Technology,Suburban,Medium,26.0,38900.0,3/5/2026
Employed,45-54,Not Provided,Tech ,Bangalore,High,16.0,76886.0,3/6/2026
Unemployed,55+,Bachelor'S,Retail,Urban,High,16.0,53200.0,3/7/2026
Employed,18-24,Diploma,Retail,Delhi,High,16.0,22300.0,3/8/2026
Employed,18-24,Master,Education,Urban,High,16.0,76500.0,3/9/2026
Unemployed,35-44,Bachelors, Fintech,Suburban,Moderate,27.0,65100.0,3/10/2026
Unemployed,18-24,Master,Education,Mumbai,High,24.0,107300.0,3/11/2026
Unemployed,18-24,Ph.D,Tech ,Urban,Medium,5.0,122000.0,3/12/2026
Unemployed,35-44,Master,Healthcare,Bangalore,Medium,16.0,60800.0,3/13/2026
Employed,35-44,Ph.D,Education,Mumbai,Low,19.0,76886.0,3/14/2026
Employed,35-44,Masters,Retail,Urban,High,16.0,76886.0,3/15/2026
Employed,25-34,Masters,Retail,Mumbai,High,16.0,63800.0,3/16/2026
Unemployed,18-24,Not Provided,Healthcare,Suburban,High,16.0,148400.0,3/17/2026
Employed,45-54,Diploma,Education,Urban,High,15.0,98600.0,3/18/2026
Unemployed,18-24,Phd,Health,Urban,High,1.0,99000.0,3/19/2026
Employed,45-54,Not Provided,Healthcare,Rural,Moderate,16.0,76886.0,3/20/2026
Employed,25-34,Bachelors,Tech ,Urban,High,16.0,69100.0,3/21/2026
Employed,18-24,Not Provided,Finance,Hyderabad,Medium,16.0,41300.0,3/22/2026
Employed,25-34,High School,Healthcare,Delhi,High,16.0,7900.0,3/23/2026
Unemployed,55+,Master,Healthcare,Delhi,High,16.0,34400.0,3/24/2026
Unemployed,55+,Masters,Health,Rural,High,17.0,73200.0,3/25/2026
Employed,45-54,Masters,Technology,Delhi,High,16.0,107100.0,3/26/2026
Unemployed,25-34,Master,Technology,Urban,Low,16.0,11500.0,3/27/2026
Unemployed,18-24,Ph.D,Technology,Hyderabad,Low,16.0,76886.0,3/28/2026
Employed,25-34,Diploma,Healthcare,Suburban,High,16.0,93800.0,3/29/2026
Unemployed,18-24,Diploma,Retail,Not Provided,Moderate,6.0,122100.0,3/30/2026
Employed,25-34,Masters,Retail,Suburban,Low,16.0,33400.0,3/31/2026
Unemployed,55+,Ph.D,Tech ,Delhi,High,18.0,42700.0,4/1/2026
Employed,25-34,Ph.D,Retail,Urban,Low,23.0,149100.0,4/2/2026
Employed,45-54,High School,Education,Rural,Low,16.0,132300.0,4/3/2026
Unemployed,18-24,Bachelors,Retail,Urban,High,16.0,76886.0,4/4/2026
Unemployed,25-34,Phd, Fintech,Hyderabad,Moderate,12.0,76886.0,4/5/2026
Employed,18-24,Ph.D, Fintech,Not Provided,Low,16.0,18700.0,4/6/2026
Employed,18-24,Not Provided,Technology,Rural,Medium,16.0,127200.0,4/7/2026
Employed,55+,Ph.D,Technology,Suburban,Low,30.0,129400.0,4/8/2026
Unemployed,18-24,High School,Retail,Bangalore,Low,16.0,72300.0,4/9/2026
Employed,25-34,Bachelors,Retail,Bangalore,High,16.0,34400.0,4/10/2026
Employed,18-24,High School,Retail,Mumbai,High,16.0,76886.0,4/11/2026
Employed,55+,Phd, Fintech,Mumbai,Moderate,14.0,40600.0,4/12/2026
Employed,18-24,Bachelors,Tech ,Delhi,High,2.0,147900.0,4/13/2026
Unemployed,18-24,High School,Education,Rural,Moderate,16.0,77800.0,4/14/2026
Unemployed,35-44,Phd,Healthcare,Rural,Low,5.0,43100.0,4/15/2026
Employed,18-24,Ph.D,Retail,Hyderabad,Moderate,1.0,76886.0,4/16/2026
Employed,25-34,Masters,Technology,Not Provided,Low,28.0,109600.0,4/17/2026
Employed,18-24,Diploma,Retail,Rural,Low,23.0,61700.0,4/18/2026
Employed,35-44,Master,Retail,Bangalore,Moderate,16.0,76886.0,4/19/2026
Employed,18-24,Masters,Retail,Urban,Moderate,9.0,148500.0,4/20/2026
Employed,18-24,Master,Technology,Bangalore,Moderate,20.0,54400.0,4/21/2026
Employed,35-44,Masters,Retail,Delhi,Low,16.0,81000.0,4/22/2026
Employed,18-24,Bachelor'S,Retail,Delhi,Low,16.0,78300.0,4/23/2026
Employed,35-44,High School,Finance,Rural,High,7.0,137000.0,4/24/2026
Unemployed,45-54,Diploma,Health,Suburban,Moderate,14.0,144900.0,4/25/2026
Employed,35-44,Ph.D,Technology,Suburban,Moderate,30.0,149800.0,4/26/2026
Employed,55+,Bachelors,Retail,Bangalore,Moderate,16.0,81300.0,4/27/2026
Employed,25-34,Ph.D,Health,Mumbai,Medium,16.0,76886.0,4/28/2026
Employed,18-24,Ph.D,Retail,Mumbai,High,16.0,134900.0,4/29/2026
Employed,35-44,Master,Healthcare,Rural,High,16.0,100000.0,4/30/2026
Employed,18-24,Ph.D,Finance,Urban,High,16.0,18100.0,5/1/2026
Employed,55+,Phd,Tech ,Urban,Medium,16.0,110600.0,5/2/2026
Employed,25-34,Ph.D,Retail,Urban,Low,22.0,148400.0,5/3/2026
Employed,55+,High School,Tech ,Urban,High,16.0,27500.0,5/4/2026
Unemployed,35-44,Ph.D,Tech ,Rural,High,16.0,102500.0,5/5/2026
Employed,18-24,High School, Fintech,Not Provided,Low,7.0,117100.0,5/6/2026
Unemployed,45-54,Masters, Fintech,Mumbai,High,25.0,76886.0,5/7/2026
Unemployed,45-54,Ph.D,Retail,Hyderabad,High,7.0,39300.0,5/8/2026
Unemployed,18-24,Phd,Tech ,Mumbai,Medium,16.0,93000.0,5/9/2026
Employed,45-54,Phd,Retail,Urban,Moderate,16.0,70500.0,5/10/2026
Unemployed,25-34,Masters,Retail,Bangalore,Low,26.0,28900.0,5/11/2026
Unemployed,35-44,Bachelor'S,Health,Hyderabad,High,28.0,52200.0,5/12/2026
Unemployed,18-24,High School,Retail,Not Provided,High,29.0,6300.0,5/13/2026
Employed,25-34,Bachelor'S,Retail,Suburban,Low,7.0,89400.0,5/14/2026
Unemployed,18-24,Phd,Finance,Suburban,Low,16.0,5800.0,5/15/2026
Unemployed,18-24,Bachelors,Retail,Not Provided,Low,20.0,141800.0,5/16/2026
Unemployed,45-54,Bachelor'S,Health,Bangalore,High,16.0,125800.0,5/17/2026
Employed,18-24,High School,Retail,Delhi,High,20.0,54800.0,5/18/2026
Employed,25-34,Bachelors,Health,Bangalore,Moderate,16.0,65800.0,5/19/2026
Unemployed,45-54,High School, Fintech,Suburban,High,16.0,55800.0,5/20/2026
Employed,35-44,Master,Tech ,Delhi,Low,6.0,15200.0,5/21/2026
Unemployed,25-34,High School,Retail,Not Provided,High,16.0,72500.0,5/22/2026
Unemployed,25-34,Master,Education,Urban,Low,11.0,76886.0,5/23/2026
Employed,35-44,Master, Fintech,Delhi,Low,1.0,119900.0,5/24/2026
Employed,18-24,Phd,Tech ,Mumbai,High,11.0,140400.0,5/25/2026
Employed,18-24,High School,Healthcare,Rural,Low,6.0,105600.0,5/26/2026
Unemployed,18-24,Bachelor'S,Retail,Mumbai,High,29.0,139800.0,5/27/2026
Employed,18-24,Master,Retail,Bangalore,Medium,25.0,52400.0,5/28/2026
Employed,18-24,Diploma, Fintech,Not Provided,High,16.0,76886.0,5/29/2026
Employed,18-24,Not Provided,Retail,Rural,High,2.0,18400.0,5/30/2026
Employed,35-44,Phd,Retail,Not Provided,Medium,8.0,78000.0,5/31/2026
Employed,45-54,Diploma,Education,Urban,Medium,1.0,85400.0,6/1/2026
Employed,18-24,High School,Education,Mumbai,Medium,16.0,48000.0,6/2/2026
Unemployed,18-24,Bachelor'S,Retail,Urban,Low,17.0,58300.0,6/3/2026
Employed,55+,Bachelor'S,Education,Bangalore,High,16.0,76886.0,6/4/2026
Unemployed,18-24,Masters,Retail,Suburban,Low,26.0,76886.0,6/5/2026
Unemployed,25-34,High School,Health,Mumbai,Medium,16.0,66100.0,6/6/2026
Employed,45-54,Master,Retail,Bangalore,Medium,28.0,48200.0,6/7/2026
Employed,45-54,Masters,Tech ,Rural,High,16.0,76886.0,6/8/2026
Unemployed,18-24,Masters,Health,Suburban,Low,5.0,78700.0,6/9/2026
Employed,18-24,Ph.D,Retail,Urban,Low,4.0,87500.0,6/10/2026
Unemployed,35-44,Ph.D,Retail,Delhi,Medium,16.0,76886.0,6/11/2026
Employed,18-24,High School,Healthcare,Hyderabad,Low,6.0,76886.0,6/12/2026
Unemployed,35-44,Masters,Retail,Delhi,Moderate,1.0,70300.0,6/13/2026
Employed,18-24,Bachelors,Retail,Suburban,High,1.0,128000.0,6/14/2026
Employed,18-24,High School,Retail,Urban,High,16.0,137700.0,6/15/2026
Employed,35-44,Diploma,Education,Delhi,High,2.0,96500.0,6/16/2026
Unemployed,25-34,High School,Finance,Not Provided,High,16.0,99400.0,6/17/2026
Employed,35-44,Not Provided,Tech ,Bangalore,Low,16.0,76886.0,6/18/2026
Employed,18-24,High School,Retail,Bangalore,High,17.0,12100.0,6/19/2026
Employed,18-24,Masters,Retail,Hyderabad,Medium,27.0,56700.0,6/20/2026
Employed,25-34,Masters,Retail,Mumbai,High,16.0,95300.0,6/21/2026
Unemployed,45-54,High School,Retail,Rural,High,16.0,15000.0,6/22/2026
Employed,18-24,Masters, Fintech,Not Provided,High,16.0,58800.0,6/23/2026
Employed,55+,High School,Healthcare,Delhi,High,4.0,6100.0,6/24/2026
Employed,18-24,High School,Retail,Not Provided,High,16.0,146800.0,6/25/2026
Employed,55+,High School,Technology,Urban,Moderate,10.0,76886.0,6/26/2026
Employed,25-34,Not Provided,Finance,Rural,Low,16.0,33600.0,6/27/2026
Employed,55+,Masters,Healthcare,Hyderabad,Low,4.0,69300.0,6/28/2026
Employed,25-34,High School, Fintech,Urban,Low,18.0,76886.0,6/29/2026
Employed,18-24,Bachelor'S,Health,Bangalore,Moderate,16.0,76886.0,6/30/2026
Employed,25-34,Bachelors,Retail,Delhi,High,23.0,28500.0,7/1/2026
Unemployed,25-34,Not Provided,Healthcare,Urban,Medium,21.0,30500.0,7/2/2026
Employed,18-24,Bachelors,Retail,Bangalore,High,16.0,76886.0,7/3/2026
Unemployed,45-54,Diploma,Health,Urban,High,16.0,137200.0,7/4/2026
Employed,18-24,Diploma,Retail,Mumbai,High,19.0,76886.0,7/5/2026
Unemployed,18-24,Diploma,Health,Urban,High,16.0,76886.0,7/6/2026
Employed,25-34,Not Provided,Education,Bangalore,High,16.0,59000.0,7/7/2026
Unemployed,25-34,Master, Fintech,Mumbai,Low,16.0,143000.0,7/8/2026
Employed,35-44,Bachelors,Education,Rural,High,16.0,9600.0,7/9/2026
Unemployed,25-34,Bachelors,Education,Not Provided,Medium,19.0,68200.0,7/10/2026
Unemployed,25-34,Phd, Fintech,Urban,Medium,1.0,76886.0,7/11/2026
Unemployed,18-24,Phd,Retail,Mumbai,High,16.0,81700.0,7/12/2026
Unemployed,18-24,Diploma,Education,Mumbai,Medium,5.0,104700.0,7/13/2026
Employed,45-54,High School,Retail,Suburban,Medium,16.0,36000.0,7/14/2026
Unemployed,35-44,Masters,Health,Urban,High,16.0,76886.0,7/15/2026
Employed,25-34,Diploma,Retail,Rural,High,16.0,76886.0,7/16/2026
Unemployed,45-54,Phd,Healthcare,Rural,High,16.0,50500.0,7/17/2026
Employed,18-24,Diploma,Retail,Suburban,High,6.0,55000.0,7/18/2026
Unemployed,18-24,Not Provided,Retail,Urban,High,13.0,113500.0,7/19/2026
Unemployed,25-34,Diploma,Education,Delhi,Moderate,25.0,101200.0,7/20/2026
Employed,45-54,Diploma,Education,Hyderabad,Low,25.0,6100.0,7/21/2026
Employed,45-54,Diploma,Retail,Urban,High,4.0,76886.0,7/22/2026
Employed,18-24,High School,Tech ,Rural,High,16.0,10700.0,7/23/2026
Unemployed,25-34,Bachelors,Retail,Urban,High,2.0,56700.0,7/24/2026
Employed,18-24,Bachelor'S,Education,Hyderabad,Moderate,11.0,76886.0,7/25/2026
Employed,18-24,Diploma,Retail,Not Provided,High,16.0,146800.0,7/26/2026
Unemployed,25-34,Masters,Retail,Delhi,High,2.0,87600.0,7/27/2026
Employed,45-54,Master,Retail,Delhi,High,9.0,131600.0,7/28/2026
Unemployed,35-44,Phd,Healthcare,Bangalore,High,16.0,49000.0,7/29/2026
Unemployed,25-34,Ph.D,Finance,Delhi,Low,16.0,49200.0,7/30/2026
Employed,18-24,Phd,Finance,Hyderabad,Low,18.0,31700.0,7/31/2026
Employed,18-24,High School,Technology,Delhi,Moderate,16.0,76886.0,8/1/2026
Employed,45-54,Masters,Tech ,Urban,High,25.0,76886.0,8/2/2026
Employed,25-34,High School,Tech ,Urban,Low,11.0,126300.0,8/3/2026
Employed,25-34,Not Provided,Finance,Delhi,High,16.0,120300.0,8/4/2026
Unemployed,55+,Ph.D,Retail,Hyderabad,Low,7.0,65800.0,8/5/2026
Employed,55+,Not Provided,Health,Suburban,Medium,10.0,76886.0,8/6/2026
Employed,18-24,Master,Health,Mumbai,Medium,16.0,76886.0,8/7/2026
Employed,18-24,Phd,Technology,Suburban,High,16.0,100300.0,8/8/2026
Employed,35-44,Bachelors,Finance,Urban,Moderate,16.0,74300.0,8/9/2026
Employed,35-44,Masters,Technology,Not Provided,Moderate,16.0,77100.0,8/10/2026
Employed,18-24,High School,Retail,Delhi,Medium,16.0,91200.0,8/11/2026
Employed,18-24,High School,Technology,Mumbai,Low,10.0,51800.0,8/12/2026
Unemployed,45-54,Master,Technology,Mumbai,High,16.0,90700.0,8/13/2026
Employed,18-24,Master,Finance,Delhi,High,25.0,103400.0,8/14/2026
Unemployed,35-44,Masters,Health,Delhi,Low,16.0,24500.0,8/15/2026
Employed,35-44,Bachelor'S,Retail,Rural,Medium,16.0,42200.0,8/16/2026
Unemployed,25-34,Ph.D,Retail,Not Provided,Low,20.0,6700.0,8/17/2026
Employed,18-24,Not Provided,Health,Bangalore,Medium,16.0,137000.0,8/18/2026
Unemployed,18-24,Masters,Finance,Suburban,High,14.0,97800.0,8/19/2026
